time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,892.6175,660.2375,1598.625,1641.39375,2028.12125,1883.69,1089.875,1230.12,2486.875,1627.375,34.14,51.2
0.1,892.6175,660.1125,1598.5,1641.28375,2027.995,1883.6225,1089.875,1229.90875,2486.75,1627.25,34.12,51.2
0.2,892.50625,660.1125,1598.5,1641.175,2027.9325,1883.555,1089.75,1229.6975,2486.625,1627.125,34.12,51.15
0.3,892.39375,659.8625,1598.5,1641.065,2027.87,1883.4875,1089.75,1229.48625,2486.5,1627,34.14,51.18
0.4,892.2825,659.8625,1598.5,1640.955,2027.74375,1883.42,1089.75,1229.48625,2486.375,1626.875,34.11,51.18
0.5,892.2825,659.7375,1598.5,1640.845,2027.68125,1883.285,1089.75,1229.27625,2486.25,1626.75,34.14,51.11
0.6,892.17125,659.6125,1598.375,1640.73625,2027.555,1883.2175,1089.75,1229.27625,2486.125,1626.75,34.16,51.11
0.7,892.06,659.6125,1598.375,1640.62625,2027.4925,1883.15,1089.625,1229.065,2486.125,1626.625,34.15,51.11
0.8,892.06,659.4875,1598.375,1640.40625,2027.36625,1883.08375,1089.625,1229.065,2486,1626.625,34.15,51.06
0.9,891.9475,659.3625,1598.25,1640.2975,2027.30375,1882.94875,1089.625,1228.85375,2485.875,1626.375,34.16,51.08
1.0,891.83625,659.2375,1598.25,1640.1875,2027.24,1882.88125,1089.625,1228.85375,2485.75,1626.375,34.16,51.06
1.1,891.83625,659.1125,1598.25,1640.0775,2027.115,1882.81375,1089.625,1228.6425,2485.625,1626.25,34.12,51.05
1.2,891.725,658.9875,1598.25,1639.85875,2027.05125,1882.74625,1089.5,1228.6425,2485.5,1626.125,34.15,51.06
1.3,891.61375,658.9875,1598.125,1639.85875,2026.98875,1882.61125,1089.5,1228.4325,2485.5,1626,34.12,51
1.4,891.61375,658.8625,1598.25,1639.74875,2026.8625,1882.61125,1089.5,1228.22125,2485.375,1625.875,34.14,51
1.5,891.50125,658.7375,1598.125,1639.63875,2026.7375,1882.4775,1089.5,1228.22125,2485.25,1625.75,34.16,51.02
1.6,891.39,658.6125,1598.125,1639.42,2026.67375,1882.41,1089.5,1228.01,2485.125,1625.75,34.14,50.97
1.7,891.27875,658.4875,1598.125,1639.31,2026.61125,1882.3425,1089.5,1227.79875,2485,1625.625,34.15,51
1.8,891.27875,658.4875,1598.125,1639.2,2026.485,1882.275,1089.375,1227.58875,2484.875,1625.5,34.15,51.02
1.9,891.1675,658.3625,1598.125,1639.09125,2026.4225,1882.2075,1089.375,1227.58875,2484.75,1625.375,34.19,50.97
2.0,891.055,658.2375,1598.125,1638.98125,2026.35875,1882.0725,1089.375,1227.3775,2484.625,1625.375,34.15,50.94
2.1,890.94375,658.2375,1598,1638.87125,2026.23375,1882.005,1089.25,1227.3775,2484.625,1625.25,34.16,50.93
2.2,890.94375,658.1125,1598,1638.6525,2026.17125,1881.93875,1089.25,1227.16625,2484.5,1625.125,34.16,50.97
2.3,890.8325,657.9875,1598,1638.5425,2026.1075,1881.80375,1089.25,1227.16625,2484.375,1625,34.15,50.9
2.4,890.72125,657.8625,1598,1638.4325,2025.9825,1881.80375,1089.25,1226.955,2484.25,1625,34.15,50.94
2.5,890.60875,657.7375,1597.875,1638.32375,2025.91875,1881.66875,1089.125,1226.745,2484.25,1624.875,34.14,50.87
