time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,894.96,685.9825,1740.125,1639.42,2063.485,1930.97375,1123.875,1137.3025,2425.125,1650.25,37.41,51.48
0.1,894.96,685.9825,1740.125,1639.42,2063.485,1930.97375,1123.875,1137.3025,2425.125,1650.125,37.41,51.47
0.2,894.96,685.8575,1740.125,1639.31,2063.4225,1930.97375,1123.75,1137.09125,2425,1650.125,37.41,51.44
0.3,894.96,685.9825,1740.125,1639.31,2063.4225,1930.97375,1123.875,1137.09125,2425,1650,37.41,51.48
0.4,894.96,685.9825,1740.125,1639.31,2063.4225,1930.90625,1123.875,1137.09125,2425,1650,37.43,51.47
0.5,894.96,685.9825,1740.125,1639.31,2063.4225,1930.90625,1123.75,1136.67,2424.875,1650,37.43,51.47
0.6,894.84875,685.8575,1740.125,1639.31,2063.36,1930.83875,1123.75,1136.67,2424.875,1650,37.44,51.47
0.7,894.84875,685.9825,1740.125,1639.31,2063.36,1930.90625,1123.875,1136.67,2424.875,1650,37.43,51.47
0.8,894.84875,685.8575,1740.125,1639.2,2063.36,1930.83875,1123.875,1136.67,2424.875,1650,37.44,51.49
0.9,894.84875,685.9825,1740.125,1639.2,2063.29625,1930.83875,1123.75,1136.45875,2424.75,1649.875,37.44,51.47
1.0,894.84875,685.8575,1740.25,1639.2,2063.29625,1930.83875,1123.875,1136.45875,2424.75,1649.875,37.43,51.46
1.1,894.84875,685.8575,1740.125,1639.2,2063.29625,1930.83875,1123.75,1136.45875,2424.75,1649.875,37.44,51.45
1.2,894.7375,685.8575,1740.125,1639.2,2063.29625,1930.77125,1123.875,1136.45875,2424.75,1649.75,37.43,51.46
1.3,894.84875,685.8575,1740.25,1639.09125,2063.23375,1930.77125,1123.875,1136.2475,2424.625,1649.75,37.41,51.47
1.4,894.84875,685.8575,1740.125,1639.09125,2063.23375,1930.77125,1123.75,1136.2475,2424.5,1649.625,37.44,51.46
1.5,894.7375,685.8575,1740.25,1639.09125,2063.23375,1930.77125,1123.75,1136.2475,2424.5,1649.625,37.44,51.45
1.6,894.7375,685.8575,1740.125,1639.09125,2063.17,1930.77125,1123.75,1136.03625,2424.375,1649.625,37.43,51.43
1.7,894.7375,685.8575,1740.25,1639.09125,2063.17,1930.70375,1123.75,1136.03625,2424.375,1649.5,37.44,51.43
1.8,894.7375,685.8575,1740.25,1638.98125,2063.17,1930.77125,1123.75,1136.03625,2424.375,1649.625,37.46,51.41
1.9,894.7375,685.8575,1740.25,1638.98125,2063.1075,1930.70375,1123.75,1135.82625,2424.375,1649.5,37.44,51.46
2.0,894.625,685.8575,1740.25,1638.87125,2063.1075,1930.63625,1123.75,1135.82625,2424.25,1649.5,37.44,51.45
2.1,894.625,685.7325,1740.25,1638.98125,2063.1075,1930.63625,1123.75,1135.82625,2424.25,1649.375,37.43,51.42
2.2,894.51375,685.7325,1740.25,1638.87125,2063.045,1930.56875,1123.75,1135.615,2424.125,1649.375,37.43,51.42
2.3,894.51375,685.7325,1740.25,1638.87125,2063.045,1930.56875,1123.75,1135.615,2424.125,1649.375,37.43,51.38
2.4,894.51375,685.7325,1740.25,1638.87125,2062.98125,1930.56875,1123.75,1135.40375,2424.125,1649.25,37.41,51.42
2.5,894.51375,685.7325,1740.125,1638.87125,2062.91875,1930.56875,1123.75,1135.40375,2424.125,1649.25,37.43,51.39
2.6,894.51375,685.7325,1740.25,1638.76125,2062.91875,1930.50125,1123.625,1135.40375,2424,1649.25,37.43,51.41
2.7,894.51375,685.7325,1740.25,1638.76125,2062.91875,1930.50125,1123.625,1135.40375,2424,1649.125,37.44,51.41
2.8,894.51375,685.7325,1740.25,1638.76125,2062.91875,1930.50125,1123.625,1135.1925,2424,1649.25,37.44,51.4
2.9,894.51375,685.7325,1740.25,1638.6525,2062.85625,1930.43375,1123.75,1135.1925,2423.875,1649.125,37.44,51.41
3.0,894.4025,685.6075,1740.25,1638.6525,2062.85625,1930.43375,1123.75,1134.9825,2423.875,1649.125,37.44,51.41
3.1,894.4025,685.6075,1740.125,1638.6525,2062.7925,1930.43375,1123.625,1134.9825,2423.875,1649,37.46,51.42
3.2,894.4025,685.6075,1740.25,1638.5425,2062.7925,1930.3675,1123.625,1134.77125,2423.875,1649,37.46,51.41
3.3,894.4025,685.6075,1740.25,1638.5425,2062.73,1930.3675,1123.625,1134.77125,2423.75,1648.875,37.44,51.35
3.4,894.29125,685.6075,1740.125,1638.5425,2062.73,1930.3675,1123.625,1134.77125,2423.75,1648.875,37.44,51.35
3.5,894.29125,685.6075,1740.25,1638.5425,2062.73,1930.3675,1123.625,1134.77125,2423.75,1648.875,37.43,51.38
3.6,894.29125,685.4825,1740.25,1638.5425,2062.73,1930.3675,1123.625,1134.56,2423.75,1648.875,37.44,51.35
3.7,894.29125,685.4825,1740.25,1638.4325,2062.6675,1930.3,1123.625,1134.56,2423.625,1648.75,37.44,51.41
3.8,894.17875,685.6075,1740.25,1638.4325,2062.6675,1930.3,1123.625,1134.34875,2423.625,1648.75,37.44,51.35
3.9,894.29125,685.4825,1740.25,1638.4325,2062.6675,1930.3,1123.625,1134.34875,2423.625,1648.75,37.43,51.35
4.0,894.17875,685.4825,1740.25,1638.4325,2062.60375,1930.2325,1123.625,1134.34875,2423.625,1648.75,37.46,51.36
4.1,894.17875,685.4825,1740.25,1638.32375,2062.60375,1930.2325,1123.5,1134.1375,2423.5,1648.75,37.44,51.35
4.2,894.17875,685.4825,1740.25,1638.32375,2062.60375,1930.2325,1123.625,1134.1375,2423.5,1648.625,37.43,51.33
4.3,894.17875,685.4825,1740.25,1638.32375,2062.54125,1930.2325,1123.625,1134.1375,2423.5,1648.625,37.47,51.35
4.4,894.0675,685.4825,1740.25,1638.21375,2062.54125,1930.165,1123.5,1134.1375,2423.5,1648.625,37.46,51.35
4.5,894.17875,685.4825,1740.125,1638.21375,2062.54125,1930.165,1123.5,1133.9275,2423.375,1648.5,37.44,51.3
4.6,894.0675,685.3575,1740.25,1638.21375,2062.47875,1930.165,1123.5,1133.9275,2423.375,1648.5,37.43,51.33
4.7,894.0675,685.3575,1740.125,1638.21375,2062.47875,1930.165,1123.5,1133.9275,2423.375,1648.5,37.44,51.34
4.8,894.0675,685.3575,1740.25,1638.21375,2062.47875,1930.0975,1123.5,1133.71625,2423.25,1648.375,37.44,51.28
4.9,894.0675,685.3575,1740.25,1638.10375,2062.415,1930.0975,1123.5,1133.71625,2423.375,1648.375,37.46,51.35
5.0,894.0675,685.3575,1740.25,1638.10375,2062.415,1930.0975,1123.375,1133.505,2423.25,1648.375,37.47,51.32
5.1,893.95625,685.3575,1740.25,1638.10375,2062.3525,1930.0975,1123.5,1133.505,2423.25,1648.375,37.46,51.31
5.2,893.95625,685.2325,1740.25,1638.10375,2062.3525,1930.03,1123.5,1133.505,2423.125,1648.375,37.46,51.32
5.3,893.95625,685.2325,1740.25,1637.99375,2062.3525,1930.0975,1123.5,1133.505,2423.125,1648.25,37.47,51.32
5.4,893.845,685.2325,1740.25,1637.99375,2062.3525,1930.03,1123.5,1133.29375,2423.125,1648.25,37.46,51.33
5.5,893.95625,685.2325,1740.25,1637.99375,2062.29,1930.03,1123.375,1133.29375,2423.125,1648.25,37.43,51.31
5.6,893.845,685.2325,1740.25,1637.99375,2062.29,1930.03,1123.5,1133.29375,2423,1648.125,37.44,51.33
5.7,893.845,685.2325,1740.25,1637.885,2062.29,1930.03,1123.5,1133.08375,2423,1648.125,37.41,51.31
