time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,893.62125,663.48625,1598.375,1640.1875,2026.98875,1880.995,1077.75,1304.37375,2542.875,1580.25,32.83,54.74
0.1,893.62125,663.36125,1598.375,1640.1875,2026.92625,1880.9275,1077.75,1304.1625,2542.75,1580.125,32.82,54.74
0.2,893.62125,663.36125,1598.25,1640.1875,2026.92625,1880.7925,1077.625,1304.1625,2542.625,1580.125,32.85,54.74
0.3,893.62125,663.36125,1598.375,1640.1875,2026.8625,1880.65875,1077.625,1304.1625,2542.625,1580.125,32.83,54.72
0.4,893.62125,663.36125,1598.375,1640.1875,2026.8,1880.59125,1077.625,1304.1625,2542.5,1580,32.82,54.71
0.5,893.51,663.36125,1598.375,1640.0775,2026.7375,1880.45625,1077.5,1304.1625,2542.375,1580,32.82,54.72
0.6,893.51,663.36125,1598.375,1640.0775,2026.67375,1880.32125,1077.5,1304.1625,2542.25,1580,32.82,54.69
0.7,893.51,663.36125,1598.375,1640.0775,2026.67375,1880.25375,1077.375,1303.95125,2542.25,1579.875,32.83,54.66
0.8,893.51,663.36125,1598.25,1640.0775,2026.61125,1880.0525,1077.375,1303.95125,2542.125,1579.875,32.82,54.69
0.9,893.51,663.23625,1598.375,1639.9675,2026.54875,1879.985,1077.375,1303.95125,2542.125,1579.875,32.82,54.62
1.0,893.51,663.23625,1598.375,1639.9675,2026.485,1879.85,1077.375,1303.74125,2542,1579.875,32.83,54.69
1.1,893.39875,663.23625,1598.25,1639.9675,2026.4225,1879.7825,1077.25,1303.74125,2542,1579.75,32.85,54.65
1.2,893.39875,663.23625,1598.375,1639.85875,2026.35875,1879.6475,1077.25,1303.53,2541.875,1579.625,32.83,54.64
1.3,893.39875,663.23625,1598.25,1639.85875,2026.29625,1879.51375,1077.25,1303.31875,2541.875,1579.625,32.85,54.65
1.4,893.39875,663.11125,1598.25,1639.85875,2026.23375,1879.44625,1077.25,1303.53,2541.75,1579.5,32.85,54.63
1.5,893.28625,663.11125,1598.25,1639.74875,2026.17125,1879.31125,1077.25,1303.31875,2541.75,1579.5,32.85,54.62
