time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,871.085,635.11625,1586.875,1620.22875,2021.7025,1879.17625,1068.625,1164.30375,2514.5,1673.875,33.65,52.49
0.1,870.97375,635.11625,1586.875,1620.11875,2021.64,1879.10875,1068.625,1164.30375,2514.25,1673.75,33.67,52.48
0.2,870.97375,634.99125,1586.75,1620.11875,2021.51375,1879.04125,1068.5,1164.0925,2514.25,1673.625,33.7,52.42
0.3,870.97375,634.99125,1586.75,1620.00875,2021.45125,1878.97375,1068.5,1163.88125,2514.125,1673.5,33.7,52.45
0.4,870.8625,634.99125,1586.75,1619.9,2021.38875,1878.9075,1068.5,1163.88125,2514,1673.5,33.7,52.38
0.5,870.8625,634.86625,1586.75,1619.79,2021.2625,1878.84,1068.5,1163.67125,2514,1673.375,33.68,52.39
0.6,870.75,634.86625,1586.75,1619.68,2021.2,1878.7725,1068.375,1163.46,2513.75,1673.25,33.68,52.37
0.7,870.75,634.74125,1586.75,1619.57,2021.13625,1878.6375,1068.5,1163.46,2513.75,1673.125,33.67,52.35
0.8,870.63875,634.74125,1586.75,1619.46125,2021.07375,1878.57,1068.375,1163.24875,2513.75,1673,33.7,52.34
0.9,870.5275,634.74125,1586.75,1619.35125,2021.01125,1878.5025,1068.375,1163.24875,2513.625,1673,33.68,52.32
1.0,870.5275,634.61625,1586.75,1619.24125,2020.885,1878.435,1068.375,1163.0375,2513.5,1672.875,33.71,52.32
1.1,870.41625,634.49125,1586.75,1619.13125,2020.8225,1878.435,1068.375,1162.8275,2513.5,1672.75,33.71,52.32
1.2,870.41625,634.49125,1586.75,1619.0225,2020.75875,1878.36875,1068.25,1162.8275,2513.375,1672.75,33.7,52.27
1.3,870.30375,634.49125,1586.75,1619.0225,2020.69625,1878.30125,1068.25,1162.61625,2513.25,1672.625,33.73,52.26
1.4,870.1925,634.36625,1586.75,1618.9125,2020.57,1878.23375,1068.25,1162.61625,2513.25,1672.625,33.68,52.3
1.5,870.1925,634.36625,1586.75,1618.8025,2020.5075,1878.16625,1068.25,1162.405,2513.125,1672.5,33.71,52.24
1.6,870.08125,634.24125,1586.75,1618.6925,2020.445,1878.03125,1068.25,1162.405,2513,1672.375,33.68,52.25
1.7,869.97,634.24125,1586.75,1618.58375,2020.38125,1878.03125,1068.25,1162.19375,2513,1672.25,33.7,52.24
1.8,869.97,634.24125,1586.75,1618.47375,2020.31875,1877.96375,1068.25,1162.19375,2512.875,1672.125,33.7,52.24
1.9,869.8575,634.11625,1586.75,1618.47375,2020.1925,1877.89625,1068.25,1161.98375,2512.875,1672.125,33.73,52.22
2.0,869.8575,634.11625,1586.75,1618.255,2020.13,1877.82875,1068.125,1161.7725,2512.875,1672,33.7,52.19
2.1,869.74625,633.99125,1586.75,1618.255,2020.0675,1877.82875,1068.125,1161.7725,2512.75,1672,33.7,52.17
2.2,869.74625,633.99125,1586.75,1618.145,2020.00375,1877.7625,1068.125,1161.56125,2512.625,1671.875,33.68,52.21
2.3,869.635,633.99125,1586.75,1618.035,2019.94125,1877.695,1068,1161.35,2512.625,1671.75,33.71,52.16
2.4,869.5225,633.99125,1586.75,1617.925,2019.87875,1877.695,1068.125,1161.35,2512.5,1671.625,33.71,52.11
2.5,869.5225,633.86625,1586.75,1617.81625,2019.815,1877.6275,1068.125,1161.14,2512.5,1671.625,33.7,52.11
