time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,874.655,676.85875,1589,1626.04125,2011.06875,1880.25375,1058.5,1142.9975,2439.5,1602.625,34.69,46.81
0.1,874.76625,676.85875,1589,1626.04125,2011.06875,1880.18625,1058.625,1142.9975,2439.375,1602.625,34.69,46.85
0.2,874.76625,676.85875,1589,1626.15,2011.13125,1880.11875,1058.5,1142.9975,2439.25,1602.625,34.72,46.81
0.3,874.76625,676.85875,1589,1626.04125,2011.13125,1880.0525,1058.5,1142.9975,2439.125,1602.625,34.7,46.86
0.4,874.87875,676.73375,1589.125,1626.15,2011.13125,1879.985,1058.5,1142.9975,2439,1602.5,34.7,46.82
0.5,874.87875,676.73375,1589,1626.15,2011.13125,1879.9175,1058.5,1142.9975,2438.875,1602.5,34.7,46.89
0.6,874.99,676.73375,1589,1626.15,2011.13125,1879.85,1058.5,1142.9975,2438.75,1602.375,34.69,46.86
0.7,874.99,676.73375,1589,1626.26,2011.13125,1879.715,1058.375,1142.9975,2438.625,1602.375,34.73,46.85
0.8,874.99,676.73375,1589,1626.26,2011.13125,1879.6475,1058.375,1142.9975,2438.5,1602.25,34.72,46.89
0.9,874.99,676.73375,1589,1626.26,2011.195,1879.58,1058.375,1142.9975,2438.375,1602.125,34.72,46.88
1.0,874.99,676.73375,1589,1626.26,2011.13125,1879.51375,1058.375,1142.78625,2438.125,1602,34.69,46.92
1.1,875.10125,676.73375,1589,1626.26,2011.13125,1879.44625,1058.375,1142.9975,2438.125,1602,34.72,46.87
1.2,875.10125,676.73375,1589,1626.37,2011.13125,1879.31125,1058.375,1142.78625,2437.875,1601.875,34.72,46.84
1.3,875.10125,676.73375,1589.125,1626.26,2011.13125,1879.24375,1058.25,1142.78625,2437.75,1601.75,34.73,46.89
1.4,875.2125,676.73375,1589.125,1626.37,2011.13125,1879.10875,1058.375,1142.78625,2437.625,1601.625,34.72,46.92
1.5,875.2125,676.73375,1589,1626.37,2011.13125,1879.04125,1058.25,1142.78625,2437.5,1601.5,34.72,46.88
1.6,875.2125,676.60875,1589,1626.37,2011.13125,1878.97375,1058.25,1142.57625,2437.25,1601.375,34.72,46.85
1.7,875.325,676.60875,1589,1626.37,2011.13125,1878.84,1058.25,1142.78625,2437.125,1601.25,34.72,46.87
1.8,875.2125,676.60875,1589,1626.37,2011.06875,1878.7725,1058.25,1142.57625,2437,1601.125,34.72,46.9
1.9,875.325,676.60875,1589.125,1626.48,2011.06875,1878.6375,1058.125,1142.78625,2436.875,1601,34.7,46.9
2.0,875.325,676.60875,1589.125,1626.37,2011.00625,1878.57,1058.25,1142.78625,2436.75,1600.875,34.69,46.85
2.1,875.325,676.60875,1589.125,1626.48,2011.00625,1878.435,1058.125,1142.57625,2436.625,1600.75,34.72,46.87
2.2,875.325,676.48375,1589.125,1626.48,2011.00625,1878.36875,1058.125,1142.57625,2436.5,1600.625,34.73,46.87
2.3,875.43625,676.48375,1589.125,1626.48,2011.00625,1878.23375,1058.125,1142.57625,2436.375,1600.5,34.72,46.85
