time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,770.7875,599.1225,1501.625,1529.865,1986.65375,1862.87625,1050.25,805.69125,2301.375,1405.625,33.46,48.78
0.1,770.7875,598.9975,1501.625,1529.975,1986.59125,1862.74125,1050.125,805.90125,2301.25,1405.75,33.46,48.77
0.2,770.89875,598.9975,1501.625,1529.975,1986.59125,1862.6075,1050.125,805.69125,2301.125,1405.75,33.46,48.8
0.3,770.89875,598.8725,1501.625,1530.085,1986.59125,1862.4725,1050,805.90125,2301.125,1405.875,33.49,48.81
0.4,770.89875,598.8725,1501.625,1530.085,1986.59125,1862.3375,1050,805.90125,2301,1405.875,33.49,48.81
0.5,771.01,598.7475,1501.625,1530.085,1986.59125,1862.2025,1050,805.90125,2300.875,1406,33.5,48.84
0.6,771.01,598.7475,1501.625,1530.19375,1986.59125,1862.0675,1050,805.90125,2300.875,1406,33.47,48.82
0.7,771.01,598.6225,1501.625,1530.19375,1986.5275,1861.93375,1049.875,805.90125,2300.875,1406.125,33.47,48.81
0.8,771.01,598.6225,1501.625,1530.19375,1986.5275,1861.79875,1049.875,805.90125,2300.75,1406.125,33.47,48.78
0.9,771.12125,598.6225,1501.625,1530.30375,1986.465,1861.66375,1049.875,805.69125,2300.75,1406.125,33.5,48.85
1.0,771.23375,598.4975,1501.625,1530.30375,1986.465,1861.4625,1049.75,805.69125,2300.625,1406.125,33.49,48.82
1.1,771.23375,598.3725,1501.625,1530.30375,1986.465,1861.3275,1049.75,805.69125,2300.5,1406.125,33.5,48.84
1.2,771.23375,598.3725,1501.625,1530.41375,1986.4025,1861.26,1049.75,805.90125,2300.5,1406.125,33.49,48.85
1.3,771.23375,598.2475,1501.625,1530.41375,1986.4025,1861.125,1049.625,805.90125,2300.375,1406.125,33.46,48.83
1.4,771.23375,598.1225,1501.625,1530.41375,1986.33875,1860.9225,1049.625,805.90125,2300.375,1406.125,33.5,48.86
1.5,771.345,598.1225,1501.625,1530.5225,1986.33875,1860.78875,1049.625,805.90125,2300.375,1406.25,33.49,48.82
1.6,771.45625,598.1225,1501.625,1530.5225,1986.27625,1860.65375,1049.625,805.90125,2300.25,1406.125,33.49,48.8
1.7,771.345,597.9975,1501.625,1530.5225,1986.21375,1860.51875,1049.5,805.90125,2300.25,1406.125,33.5,48.83
1.8,771.45625,597.9975,1501.625,1530.5225,1986.21375,1860.45125,1049.625,805.90125,2300.125,1406.125,33.49,48.84
1.9,771.45625,597.8725,1501.625,1530.5225,1986.21375,1860.25,1049.5,805.90125,2300.125,1406.125,33.49,48.82
2.0,771.45625,597.8725,1501.625,1530.6325,1986.15,1860.115,1049.5,805.90125,2300,1406.125,33.5,48.85
2.1,771.56875,597.7475,1501.625,1530.6325,1986.15,1860.0475,1049.5,805.90125,2299.875,1406.125,33.47,48.85
2.2,771.56875,597.7475,1501.625,1530.6325,1986.0875,1859.9125,1049.5,805.69125,2299.875,1406.125,33.5,48.81
2.3,771.68,597.6225,1501.75,1530.6325,1986.025,1859.7775,1049.375,805.69125,2299.75,1406,33.5,48.77
