time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,886.81625,692.10625,1596.375,1637.22625,2014.40375,1878.84,1060.25,1190.25,2439.125,1598.75,34.68,46.87
0.1,886.81625,692.10625,1596.375,1637.22625,2014.34125,1878.705,1060.25,1190.25,2439,1598.625,34.69,46.84
0.2,886.81625,691.98125,1596.375,1637.22625,2014.2775,1878.6375,1060.25,1190.04,2438.875,1598.5,34.69,46.8
0.3,886.81625,691.98125,1596.5,1637.22625,2014.215,1878.57,1060.25,1190.04,2438.875,1598.375,34.7,46.82
0.4,886.81625,691.85625,1596.375,1637.22625,2014.215,1878.5025,1060.25,1190.25,2438.875,1598.25,34.69,46.84
0.5,886.9275,691.85625,1596.375,1637.22625,2014.1525,1878.435,1060.25,1190.04,2438.75,1598.125,34.7,46.85
0.6,886.81625,691.73125,1596.375,1637.1175,2014.1525,1878.36875,1060.125,1190.04,2438.75,1598,34.69,46.82
0.7,886.9275,691.73125,1596.375,1637.1175,2014.08875,1878.30125,1060.25,1190.04,2438.625,1597.875,34.69,46.78
0.8,886.81625,691.73125,1596.375,1637.1175,2014.02625,1878.23375,1060.25,1190.04,2438.625,1597.75,34.72,46.77
0.9,886.9275,691.60625,1596.375,1637.1175,2014.02625,1878.16625,1060.25,1190.04,2438.625,1597.625,34.72,46.76
1.0,886.9275,691.60625,1596.5,1637.1175,2013.96375,1878.09875,1060.25,1190.04,2438.5,1597.5,34.72,46.77
1.1,886.9275,691.60625,1596.375,1637.1175,2013.9,1878.03125,1060.25,1190.04,2438.5,1597.5,34.72,46.76
1.2,886.9275,691.48125,1596.5,1637.0075,2013.9,1877.96375,1060.25,1189.82875,2438.375,1597.375,34.7,46.75
1.3,886.9275,691.48125,1596.5,1637.0075,2013.8375,1877.89625,1060.25,1190.04,2438.375,1597.25,34.7,46.77
1.4,886.9275,691.48125,1596.5,1637.0075,2013.8375,1877.82875,1060.25,1189.82875,2438.375,1597.125,34.73,46.74
1.5,886.9275,691.48125,1596.5,1637.0075,2013.775,1877.82875,1060.25,1190.04,2438.375,1597,34.7,46.71
1.6,887.03875,691.35625,1596.5,1637.0075,2013.71125,1877.7625,1060.25,1189.82875,2438.25,1596.875,34.72,46.77
1.7,886.9275,691.48125,1596.5,1637.0075,2013.71125,1877.7625,1060.25,1189.82875,2438.25,1596.75,34.73,46.71
1.8,886.9275,691.48125,1596.5,1637.0075,2013.71125,1877.695,1060.25,1189.82875,2438.125,1596.75,34.7,46.73
1.9,886.9275,691.48125,1596.5,1637.0075,2013.64875,1877.6275,1060.25,1189.82875,2438.125,1596.625,34.7,46.65
2.0,887.03875,691.48125,1596.5,1636.8975,2013.64875,1877.6275,1060.25,1189.82875,2438,1596.5,34.7,46.65
2.1,887.03875,691.48125,1596.5,1636.8975,2013.64875,1877.56,1060.25,1189.82875,2438,1596.5,34.75,46.68
2.2,887.03875,691.48125,1596.5,1636.8975,2013.58625,1877.56,1060.25,1189.6175,2437.875,1596.375,34.72,46.63
2.3,887.03875,691.48125,1596.5,1636.8975,2013.58625,1877.4925,1060.25,1189.6175,2437.875,1596.25,34.73,46.63
2.4,887.03875,691.48125,1596.5,1636.7875,2013.5225,1877.425,1060.25,1189.82875,2437.75,1596.125,34.7,46.63
2.5,887.03875,691.48125,1596.5,1636.7875,2013.5225,1877.425,1060.25,1189.6175,2437.75,1596.125,34.72,46.68
2.6,887.03875,691.60625,1596.5,1636.7875,2013.46,1877.425,1060.25,1189.82875,2437.625,1596,34.75,46.63
2.7,887.03875,691.48125,1596.5,1636.7875,2013.3975,1877.3575,1060.25,1189.6175,2437.625,1596,34.73,46.61
2.8,887.03875,691.48125,1596.5,1636.7875,2013.3975,1877.29,1060.125,1189.6175,2437.5,1596,34.73,46.59
2.9,887.03875,691.60625,1596.5,1636.67875,2013.3975,1877.29,1060.25,1189.82875,2437.5,1595.875,34.72,46.6
3.0,887.03875,691.48125,1596.5,1636.7875,2013.3975,1877.22375,1060.25,1189.6175,2437.5,1595.75,34.72,46.59
3.1,887.03875,691.60625,1596.5,1636.67875,2013.33375,1877.15625,1060.25,1189.6175,2437.375,1595.75,34.7,46.55
3.2,887.03875,691.60625,1596.5,1636.7875,2013.27125,1877.15625,1060.125,1189.6175,2437.375,1595.75,34.73,46.62
3.3,887.03875,691.60625,1596.5,1636.67875,2013.27125,1877.08875,1060.25,1189.6175,2437.375,1595.625,34.73,46.58
