time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,908.57125,690.4825,1743,1650.715,2067.5125,1934.6775,1130.5,1170.8425,2438.375,1658.875,37.36,52.07
0.1,908.57125,690.4825,1743,1650.715,2067.5125,1934.61,1130.5,1170.8425,2438.375,1658.875,37.37,52.05
0.2,908.46,690.4825,1743,1650.715,2067.5125,1934.61,1130.5,1170.6325,2438.25,1658.875,37.36,52.13
0.3,908.3475,690.3575,1743,1650.605,2067.44875,1934.54375,1130.5,1170.6325,2438.25,1658.875,37.38,52.08
0.4,908.3475,690.3575,1743,1650.605,2067.44875,1934.54375,1130.5,1170.42125,2438.375,1658.875,37.37,52.09
0.5,908.23625,690.3575,1743,1650.605,2067.44875,1934.47625,1130.375,1170.42125,2438.375,1658.875,37.37,52.09
0.6,908.23625,690.2325,1743,1650.605,2067.38625,1934.47625,1130.375,1170.21,2438.375,1658.875,37.36,52.09
0.7,908.125,690.2325,1743,1650.49625,2067.38625,1934.40875,1130.375,1170.21,2438.375,1659,37.37,52.05
0.8,908.23625,690.2325,1743,1650.49625,2067.32375,1934.40875,1130.375,1170.21,2438.25,1658.875,37.38,52.04
0.9,908.125,690.2325,1743,1650.49625,2067.32375,1934.34125,1130.375,1169.99875,2438.375,1658.875,37.4,52.07
1.0,908.125,690.2325,1743.125,1650.38625,2067.32375,1934.34125,1130.375,1169.99875,2438.25,1659,37.37,52.07
1.1,908.01375,690.1075,1743.125,1650.49625,2067.26,1934.34125,1130.375,1169.99875,2438.25,1659,37.38,52.07
1.2,908.01375,690.1075,1743.125,1650.38625,2067.26,1934.27375,1130.375,1169.78875,2438.25,1659,37.38,52.04
1.3,907.9025,690.1075,1743.125,1650.38625,2067.1975,1934.20625,1130.375,1169.78875,2438.125,1659,37.38,52.07
1.4,907.9025,690.1075,1743.125,1650.38625,2067.1975,1934.20625,1130.25,1169.5775,2438.125,1658.875,37.38,52.06
1.5,907.9025,690.1075,1743.125,1650.38625,2067.1975,1934.13875,1130.25,1169.5775,2438.125,1659,37.4,52.07
1.6,907.9025,689.9825,1743,1650.27625,2067.135,1934.07125,1130.25,1169.5775,2438.125,1658.875,37.37,52.07
