time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,906.8975,730.725,1591,1655.97875,2032.4625,1888.9425,1086.75,1375.2525,2569.25,1667.75,33.33,53.96
0.1,907.00875,730.725,1591,1655.97875,2032.4,1888.74125,1086.625,1375.2525,2569,1667.5,33.34,53.99
0.2,907.00875,730.725,1591,1656.08875,2032.3375,1888.53875,1086.625,1375.2525,2568.75,1667.375,33.36,53.99
0.3,907.12125,730.85,1591,1656.08875,2032.3375,1888.3375,1086.5,1375.2525,2568.5,1667.125,33.34,53.97
0.4,907.12125,730.85,1591,1656.08875,2032.275,1888.0675,1086.5,1375.04125,2568.125,1667,33.37,54
0.5,907.2325,730.85,1591,1656.08875,2032.21125,1887.865,1086.375,1375.2525,2567.875,1666.75,33.37,53.95
0.6,907.2325,730.725,1591,1656.19875,2032.14875,1887.66375,1086.25,1374.83,2567.625,1666.5,33.39,53.93
0.7,907.34375,730.725,1591,1656.19875,2032.085,1887.46125,1086.25,1374.83,2567.375,1666.25,33.37,54.02
0.8,907.34375,730.725,1591,1656.19875,2032.0225,1887.1925,1086.125,1374.83,2567.125,1666,33.36,53.97
0.9,907.455,730.6,1591,1656.3075,2032.0225,1887.0575,1086,1374.83,2566.875,1665.875,33.37,53.95
1.0,907.455,730.475,1591,1656.3075,2031.89625,1886.7875,1086,1374.83,2566.625,1665.625,33.39,53.97
1.1,907.455,730.475,1591,1656.3075,2031.89625,1886.58625,1085.875,1374.83,2566.375,1665.25,33.36,53.94
1.2,907.455,730.35,1591,1656.3075,2031.77125,1886.38375,1085.875,1374.62,2566.125,1665.125,33.37,53.89
1.3,907.5675,730.225,1591,1656.3075,2031.7075,1886.18125,1085.75,1374.62,2565.875,1664.875,33.36,53.89
1.4,907.5675,730.1,1591,1656.3075,2031.645,1885.98,1085.75,1374.62,2565.625,1664.625,33.36,53.86
1.5,907.5675,729.975,1591,1656.3075,2031.5825,1885.7775,1085.75,1374.40875,2565.375,1664.375,33.36,53.88
1.6,907.5675,729.85,1591,1656.3075,2031.51875,1885.575,1085.625,1374.40875,2565.25,1664.125,33.36,53.88
1.7,907.67875,729.725,1591,1656.3075,2031.39375,1885.37375,1085.625,1374.40875,2565,1663.875,33.4,53.81
1.8,907.67875,729.6,1591,1656.19875,2031.33,1885.17125,1085.5,1374.40875,2564.875,1663.625,33.37,53.82
1.9,907.67875,729.475,1591,1656.19875,2031.2675,1885.03625,1085.375,1374.1975,2564.5,1663.375,33.39,53.85
2.0,907.67875,729.225,1591,1656.19875,2031.205,1884.835,1085.375,1374.1975,2564.375,1663.25,33.4,53.85
2.1,907.67875,729.1,1591,1656.19875,2031.14125,1884.6325,1085.375,1373.98625,2564.25,1663,33.37,53.78
2.2,907.79,728.85,1591,1656.19875,2031.01625,1884.43,1085.25,1373.98625,2564,1662.75,33.39,53.79
2.3,907.79,728.725,1591,1656.19875,2030.9525,1884.29625,1085.25,1373.98625,2563.875,1662.5,33.37,53.81
2.4,907.67875,728.60125,1591,1656.08875,2030.89,1884.16125,1085.125,1373.77625,2563.625,1662.375,33.36,53.76
2.5,907.79,728.35125,1591,1656.08875,2030.76375,1883.95875,1085.125,1373.77625,2563.5,1662.125,33.37,53.72
2.6,907.79,728.10125,1591,1656.08875,2030.70125,1883.82375,1085,1373.77625,2563.25,1661.875,33.4,53.72
2.7,907.79,727.97625,1591,1656.08875,2030.63875,1883.6225,1085,1373.565,2563.125,1661.75,33.4,53.71
2.8,907.79,727.72625,1591,1655.97875,2030.5125,1883.4875,1085,1373.565,2563,1661.5,33.37,53.63
2.9,907.79,727.60125,1591,1655.97875,2030.45,1883.285,1084.875,1373.35375,2562.875,1661.25,33.4,53.64
3.0,907.79,727.35125,1591,1655.97875,2030.38625,1883.15,1084.875,1373.35375,2562.75,1661.125,33.4,53.64
3.1,907.79,727.10125,1591,1655.86875,2030.26125,1883.01625,1084.875,1373.1425,2562.5,1660.875,33.4,53.6
3.2,907.79,726.85125,1591,1655.76,2030.26125,1882.88125,1084.75,1373.1425,2562.375,1660.625,33.39,53.56
3.3,907.79,726.60125,1591,1655.86875,2030.135,1882.74625,1084.75,1372.9325,2562.25,1660.5,33.39,53.57
3.4,907.79,726.35125,1591,1655.76,2030.00875,1882.61125,1084.75,1372.9325,2562.125,1660.25,33.39,53.55
3.5,907.79,726.22625,1591,1655.65,2029.94625,1882.545,1084.75,1372.9325,2562,1660.125,33.4,53.51
3.6,907.79,725.97625,1591,1655.65,2029.88375,1882.41,1084.625,1372.72125,2561.875,1659.875,33.39,53.5
3.7,907.79,725.72625,1591,1655.65,2029.82,1882.3425,1084.625,1372.72125,2561.75,1659.75,33.4,53.54
3.8,907.79,725.60125,1591,1655.65,2029.695,1882.2075,1084.625,1372.51,2561.75,1659.5,33.39,53.45
3.9,907.79,725.35125,1591,1655.54,2029.63125,1882.0725,1084.625,1372.51,2561.625,1659.375,33.37,53.42
4.0,907.67875,725.10125,1591.125,1655.54,2029.56875,1882.005,1084.5,1372.29875,2561.5,1659.125,33.37,53.44
4.1,907.67875,724.97625,1591,1655.43125,2029.505,1881.93875,1084.5,1372.29875,2561.5,1659,33.39,53.42
4.2,907.67875,724.72625,1591,1655.43125,2029.4425,1881.87125,1084.5,1372.29875,2561.5,1658.875,33.4,53.4
4.3,907.67875,724.47625,1591,1655.43125,2029.38,1881.80375,1084.5,1372.08875,2561.375,1658.75,33.4,53.4
4.4,907.67875,724.35125,1591,1655.43125,2029.3175,1881.73625,1084.5,1372.29875,2561.25,1658.625,33.39,53.37
4.5,907.67875,724.10125,1591,1655.32125,2029.3175,1881.66875,1084.5,1372.08875,2561.125,1658.375,33.39,53.33
4.6,907.67875,723.97625,1591,1655.32125,2029.25375,1881.60125,1084.5,1372.08875,2561.125,1658.25,33.39,53.33
4.7,907.67875,723.72625,1591,1655.32125,2029.19125,1881.53375,1084.5,1372.08875,2561,1658.125,33.39,53.32
4.8,907.67875,723.60125,1591,1655.21125,2029.12875,1881.46625,1084.5,1372.08875,2561,1658,33.4,53.28
4.9,907.67875,723.47625,1591,1655.21125,2029.12875,1881.46625,1084.5,1371.8775,2560.875,1657.875,33.42,53.25
5.0,907.67875,723.35125,1591,1655.21125,2029.065,1881.33125,1084.375,1372.08875,2560.75,1657.75,33.39,53.24
5.1,907.67875,723.22625,1591,1655.10125,2029.0025,1881.33125,1084.5,1371.8775,2560.75,1657.5,33.4,53.22
5.2,907.67875,723.10125,1591,1655.21125,2028.93875,1881.265,1084.375,1371.8775,2560.75,1657.375,33.39,53.18
5.3,907.67875,723.10125,1591,1655.10125,2028.93875,1881.265,1084.5,1371.8775,2560.625,1657.375,33.4,53.21
5.4,907.67875,723.22625,1591,1654.9925,2028.87625,1881.1975,1084.375,1371.66625,2560.625,1657.25,33.4,53.15
5.5,907.67875,723.47625,1591,1655.10125,2028.87625,1881.13,1084.375,1371.66625,2560.625,1657.125,33.39,53.19
5.6,907.67875,723.85125,1591.125,1654.9925,2028.81375,1881.13,1084.375,1371.66625,2560.625,1657,33.37,53.14
5.7,907.67875,724.22625,1591.125,1654.9925,2028.81375,1881.13,1084.375,1371.66625,2560.625,1657,33.4,53.13
