time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,822.21875,636.86625,1586.25,1576.5825,2019.3125,1894.46625,1078,996.81,2370.125,1537.75,35.33,50.16
0.1,822.33125,636.86625,1586.25,1576.5825,2019.24875,1894.26375,1078,996.81,2369.875,1537.5,35.34,50.14
0.2,822.33125,636.74125,1586.25,1576.69125,2019.24875,1893.995,1077.875,997.02125,2369.5,1537.25,35.32,50.15
0.3,822.4425,636.74125,1586.25,1576.69125,2019.24875,1893.7925,1077.875,997.02125,2369.25,1537,35.34,50.11
0.4,822.55375,636.74125,1586.25,1576.80125,2019.18625,1893.59125,1077.75,997.02125,2369,1536.75,35.36,50.14
0.5,822.55375,636.61625,1586.25,1576.91125,2019.18625,1893.38875,1077.75,997.02125,2368.75,1536.5,35.34,50.13
0.6,822.665,636.49125,1586.25,1576.91125,2019.1225,1893.11875,1077.75,997.02125,2368.5,1536.25,35.36,50.1
0.7,822.7775,636.49125,1586.25,1577.02125,2019.06,1892.985,1077.625,997.02125,2368.375,1536,35.34,50.07
0.8,822.88875,636.49125,1586.25,1577.13,2019.06,1892.7825,1077.625,996.81,2368.125,1535.75,35.34,50.1
0.9,822.88875,636.36625,1586.25,1577.13,2019.06,1892.58,1077.625,997.02125,2368,1535.5,35.37,50.06
1.0,823,636.36625,1586.25,1577.35,2018.9975,1892.445,1077.625,997.02125,2367.875,1535.375,35.34,50.06
1.1,823.11125,636.24125,1586.25,1577.35,2018.9975,1892.24375,1077.5,997.02125,2367.625,1535,35.36,50.04
1.2,823.11125,636.24125,1586.25,1577.46,2018.9975,1892.10875,1077.625,997.2325,2367.5,1534.75,35.36,49.97
1.3,823.22375,636.11625,1586.375,1577.56875,2018.93375,1891.90625,1077.625,997.44375,2367.25,1534.625,35.37,50
1.4,823.335,636.11625,1586.375,1577.67875,2018.93375,1891.83875,1077.5,997.44375,2367.125,1534.375,35.36,50
1.5,823.44625,636.11625,1586.375,1577.78875,2018.93375,1891.705,1077.625,997.44375,2367,1534.125,35.37,49.95
1.6,823.5575,636.11625,1586.375,1577.8975,2018.93375,1891.5025,1077.5,997.65375,2366.75,1533.875,35.37,49.9
1.7,823.67,635.99125,1586.375,1577.8975,2018.87125,1891.3675,1077.5,997.865,2366.5,1533.75,35.36,49.9
1.8,823.67,635.99125,1586.375,1578.0075,2018.87125,1891.23375,1077.5,997.865,2366.375,1533.5,35.36,49.89
1.9,823.78125,635.99125,1586.375,1578.1175,2018.87125,1891.03125,1077.625,997.865,2366.25,1533.25,35.34,49.88
2.0,823.8925,635.86625,1586.5,1578.1175,2018.80875,1890.89625,1077.5,998.07625,2366,1533,35.36,49.85
2.1,824.00375,635.86625,1586.5,1578.2275,2018.80875,1890.76125,1077.5,998.2875,2365.875,1532.875,35.36,49.88
2.2,824.11625,635.86625,1586.5,1578.2275,2018.745,1890.6275,1077.5,998.2875,2365.625,1532.625,35.37,49.83
2.3,824.2275,635.74125,1586.5,1578.33625,2018.6825,1890.425,1077.5,998.2875,2365.5,1532.375,35.36,49.82
2.4,824.33875,635.74125,1586.5,1578.33625,2018.62,1890.29,1077.375,998.4975,2365.375,1532.25,35.36,49.75
2.5,824.45,635.74125,1586.625,1578.33625,2018.55625,1890.155,1077.5,998.4975,2365.25,1532,35.37,49.75
2.6,824.45,635.61625,1586.5,1578.44625,2018.55625,1889.95375,1077.375,998.4975,2365,1531.875,35.36,49.71
2.7,824.67375,635.61625,1586.5,1578.44625,2018.49375,1889.81875,1077.5,998.4975,2364.875,1531.625,35.37,49.71
2.8,824.67375,635.49125,1586.625,1578.44625,2018.49375,1889.61625,1077.375,998.4975,2364.75,1531.5,35.37,49.7
