time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,835.83,615.12,1640.875,1584.25875,2034.9175,1908.54375,1109.625,921.08,2370,1546.125,36.65,50.64
0.1,835.83,615.12,1640.75,1584.25875,2034.9175,1908.47625,1109.625,921.08,2369.875,1546,36.65,50.64
0.2,835.94125,614.995,1640.875,1584.25875,2034.85375,1908.40875,1109.625,921.08,2369.75,1545.75,36.65,50.6
0.3,835.94125,614.995,1640.875,1584.25875,2034.79125,1908.275,1109.625,921.08,2369.625,1545.625,36.65,50.58
0.4,835.94125,614.87,1640.875,1584.14875,2034.72875,1908.14,1109.5,920.86875,2369.5,1545.5,36.66,50.65
0.5,835.94125,614.87,1640.875,1584.14875,2034.665,1908.0725,1109.5,920.86875,2369.375,1545.375,36.66,50.57
0.6,835.94125,614.87,1640.875,1584.14875,2034.6025,1908.005,1109.5,920.6575,2369.25,1545.125,36.66,50.58
0.7,836.05375,614.745,1640.875,1584.14875,2034.54,1907.87,1109.5,920.86875,2369.25,1545.125,36.66,50.58
0.8,836.05375,614.62,1640.75,1584.03875,2034.47625,1907.8025,1109.5,920.6575,2369,1544.875,36.66,50.55
0.9,836.165,614.62,1640.75,1584.03875,2034.47625,1907.735,1109.5,920.6575,2369,1544.875,36.66,50.53
1.0,836.05375,614.495,1640.875,1584.03875,2034.41375,1907.60125,1109.375,920.4475,2368.875,1544.75,36.66,50.48
1.1,836.165,614.37,1640.875,1584.03875,2034.35125,1907.53375,1109.375,920.4475,2368.75,1544.5,36.66,50.49
1.2,836.165,614.37,1640.875,1583.93,2034.2875,1907.46625,1109.375,920.4475,2368.625,1544.5,36.65,50.51
1.3,836.165,614.37,1640.75,1583.93,2034.225,1907.33125,1109.25,920.4475,2368.5,1544.375,36.68,50.46
1.4,836.165,614.245,1640.875,1583.93,2034.1625,1907.26375,1109.375,920.23625,2368.5,1544.25,36.65,50.51
1.5,836.165,614.12,1640.75,1583.82,2034.09875,1907.19625,1109.25,920.23625,2368.375,1544.125,36.65,50.41
1.6,836.165,614.12,1640.875,1583.82,2034.03625,1907.12875,1109.25,920.025,2368.25,1544,36.68,50.44
1.7,836.165,613.995,1640.75,1583.82,2033.97375,1907.0625,1109.25,920.025,2368.125,1543.875,36.68,50.44
