iter	MultiClass
123	0.2196932498
124	0.217345322
125	0.2153917765
126	0.2133434713
127	0.2108502097
128	0.2085791883
129	0.2065068758
130	0.2040324929
131	0.2020684255
132	0.2001919789
133	0.1984906437
134	0.1962413761
135	0.1938868264
136	0.1921667062
137	0.1898296886
138	0.1877304788
139	0.1858500023
140	0.1837879661
141	0.1820060635
142	0.1801610638
143	0.1783282314
144	0.1766037124
145	0.1750897617
146	0.1733690161
147	0.1712338259
148	0.1697078562
149	0.1682598267
150	0.1666607574
151	0.1651874383
152	0.1631366135
153	0.1619410465
154	0.1602157853
155	0.1590375705
156	0.157835373
157	0.1567054633
158	0.1554202639
159	0.1538333088
160	0.1526770211
161	0.1514715457
162	0.1502095362
163	0.1493138969
164	0.1478860585
165	0.1463295859
166	0.1451100465
167	0.1439243934
168	0.1427570536
169	0.1414485323
170	0.1402268356
171	0.1389480024
172	0.1379213265
173	0.1369833858
174	0.136267722
175	0.1353981885
176	0.1341756185
177	0.133385127
178	0.1325555224
179	0.1316264152
180	0.1305630414
181	0.129665307
182	0.1284233842
183	0.1273000748
184	0.1260260449
185	0.1252275428
186	0.1241727973
187	0.1233844883
188	0.1222993011
189	0.121570529
190	0.1211174606
191	0.120169531
192	0.1194504001
193	0.1187658825
194	0.1181959584
195	0.117207371
196	0.1165462618
197	0.1155584459
198	0.1147414658
199	0.1137861034
200	0.1130365317
201	0.1123051289
202	0.1115564052
203	0.1110347801
204	0.1100972744
205	0.1093519015
206	0.1085410372
207	0.1079619142
208	0.1073340113
209	0.1066986635
210	0.1060362762
211	0.1051352406
212	0.1045247448
213	0.104080231
214	0.1033911852
215	0.1027793213
216	0.1021907553
217	0.101727257
218	0.1011667193
219	0.1006176428
220	0.1000550038
221	0.09937934383
222	0.09885266466
223	0.09844538523
224	0.09783354637
225	0.09713320929
226	0.09644340655
227	0.09607023058
228	0.09558941199
229	0.09484601549
230	0.0942325167
231	0.09373298047
232	0.09318859269
233	0.0926289645
234	0.09201534439
235	0.09160659736
236	0.09109553828
237	0.09066532279
238	0.09024851275
239	0.0898222586
240	0.08924934989
241	0.08887737688
242	0.08836663613
243	0.08788142863
244	0.0873988954
245	0.08690229179
246	0.08646129688
247	0.08608222263
248	0.08563991278
249	0.08514902061
250	0.08476041297
251	0.0842341389
252	0.08382535403
253	0.08337894501
254	0.08295144772
255	0.08248453135
256	0.08195457769
257	0.08149340651
258	0.08112171961
259	0.08068058774
260	0.0804427852
261	0.07994151432
262	0.07946703978
263	0.079101038
264	0.07868769256
265	0.07830301885
266	0.07788831935
267	0.0774728389
268	0.07696515379
269	0.07670755449
270	0.0763558177
271	0.07598695545
272	0.07563044463
273	0.07529843855
274	0.07494605835
275	0.0746118051
276	0.07423825027
277	0.07386907835
278	0.07353761371
279	0.07318255833
280	0.07277313629
281	0.07243967471
282	0.07214820879
283	0.0718507095
284	0.0713880439
285	0.07110641204
286	0.07072787945
287	0.07044723855
288	0.07017203537
289	0.06988479928
290	0.06958977161
291	0.06927324915
292	0.06904829317
293	0.06873938919
294	0.06839272502
295	0.06810823718
296	0.06766669419
297	0.06729117884
298	0.06696448036
299	0.06667852864
300	0.0664535093
301	0.06613303202
302	0.06591535965
303	0.06564159159
304	0.06526284524
305	0.06496078835
306	0.06471382984
307	0.06445692708
308	0.06425538446
309	0.06406429808
310	0.06371039819
311	0.06348907512
312	0.06322881974
313	0.06293026206
314	0.06268142012
315	0.06245142888
316	0.06217685552
317	0.06203959633
318	0.06175111051
319	0.06150259247
320	0.06133155956
321	0.06118104648
322	0.06091925014
323	0.06071571632
324	0.06047684855
325	0.06025167155
326	0.05997307578
327	0.05975582175
328	0.05947974436
329	0.05927976335
330	0.05902942151
331	0.05881858962
332	0.05857227361
333	0.05824839997
334	0.05805284701
335	0.05785533373
336	0.05765572216
337	0.05744815104
338	0.05713431337
339	0.05695928957
340	0.05668940543
341	0.05640524416
342	0.0561884449
343	0.05603942209
344	0.05581242033
345	0.05560885489
346	0.05544016437
347	0.05519739047
348	0.054989921
349	0.05475544351
350	0.05451444081
351	0.05427051307
352	0.0541600061
353	0.05398650748
354	0.05381628847
355	0.05367317439
356	0.05344385343
357	0.05336990633
358	0.05313216452
359	0.05291636909
360	0.05275593305
361	0.05251398045
362	0.05240240668
363	0.05222249017
364	0.05207464404
365	0.05185223739
366	0.05167435511
367	0.05149864779
368	0.05128225557
369	0.05108298672
370	0.05091314046
371	0.05079802946
372	0.05061444649
373	0.05044093151
374	0.05027857757
375	0.0500637738
376	0.04982406064
377	0.04968385676
378	0.04959205506
379	0.04940080974
380	0.04927018694
381	0.04902039129
382	0.04889182293
383	0.04872189267
384	0.04853549878
385	0.04839582021
386	0.04822441582
387	0.04807873254
388	0.04795022351
389	0.0478198683
390	0.04764877514
391	0.04754008922
392	0.0473694706
393	0.04719395527
394	0.04707561951
395	0.0468749848
396	0.04671791201
397	0.04660189018
398	0.04638772499
399	0.04621953615
400	0.04604568694
401	0.04592613112
402	0.04580049462
403	0.0456089717
404	0.04549083703
405	0.04537432431
406	0.04526602342
407	0.04515917934
408	0.04502628095
409	0.04486360417
410	0.04467703363
411	0.04448018294
412	0.04427941742
413	0.04413533556
414	0.04395781665
415	0.04381604016
416	0.0437316113
417	0.0436055445
418	0.04348915383
419	0.0433451398
420	0.04317344651
421	0.0430987097
422	0.04302103972
423	0.04289098177
424	0.04277903239
425	0.04266961707
426	0.04257699956
427	0.04249163154
428	0.04238013232
429	0.04224659982
430	0.0421334177
431	0.04198215547
432	0.0418449751
433	0.04171922609
434	0.04157804656
435	0.04148169029
436	0.04135688246
437	0.04127839924
438	0.04114561554
439	0.04104625325
440	0.0408901668
441	0.04078662039
442	0.04067249853
443	0.04053571433
444	0.04040202151
445	0.04031651103
446	0.04017814389
447	0.04011864686
448	0.04001474621
449	0.03989590637
450	0.03980054582
451	0.03970074576
452	0.03960918144
453	0.03949766737
454	0.03939333878
455	0.03929074355
456	0.03919017174
457	0.03907781657
458	0.03897893737
459	0.03881828385
460	0.03871011041
461	0.03861763165
462	0.03849503657
463	0.03841653181
464	0.03831475573
465	0.03821171472
466	0.03812772012
467	0.03804980636
468	0.03799111664
469	0.03790394631
470	0.0377856523
471	0.03769030212
472	0.03758115324
473	0.03750888677
474	0.03740438243
475	0.03729783682
476	0.03721406597
477	0.03710374387
478	0.03698604534
479	0.03688670536
480	0.03678818811
481	0.03668983271
482	0.03661651937
483	0.03654816908
484	0.03646606504
485	0.03638513613
486	0.03630705001
487	0.0361886698
488	0.03612449131
489	0.03603072618
490	0.03592865916
491	0.03587092435
492	0.03574945239
493	0.03567402423
494	0.03557771913
495	0.03550260763
496	0.03541019051
497	0.03529755966
498	0.03521382153
499	0.03512993342
500	0.0350343611
501	0.03495640328
502	0.03488315742
503	0.03479154327
504	0.03473403436
505	0.03461246271
506	0.03453062052
507	0.0344476449
508	0.0343491924
509	0.03424439809
510	0.03416403637
511	0.03407472597
512	0.03397440001
513	0.03389038875
514	0.03382746011
515	0.03374706314
516	0.03364355002
517	0.0335869196
518	0.03352242968
519	0.03344422316
520	0.0333687904
521	0.03327953152
522	0.03319535207
523	0.03311912944
524	0.0330071104
525	0.03293093592
526	0.03285919374
527	0.03277065529
528	0.03271649865
529	0.0326359268
530	0.03253807584
531	0.03246544739
532	0.03239025389
533	0.0322893043
534	0.03220994974
535	0.03212969517
536	0.03204350526
537	0.03197777357
538	0.03189267694
539	0.03181334269
540	0.0317314771
541	0.03165301919
542	0.03154019582
543	0.03148798184
544	0.03140841501
545	0.03133839979
546	0.03123119952
547	0.03116947258
548	0.03108009793
549	0.03100511653
550	0.03090766923
551	0.03084587172
552	0.03076473996
553	0.03068219182
554	0.03062115739
555	0.03057687458
556	0.03050056255
557	0.03042184244
558	0.03035823911
559	0.03028841291
560	0.03019910087
561	0.03012774444
562	0.0300569649
563	0.02998252899
564	0.02991871267
565	0.02984986909
566	0.02977455616
567	0.02971919716
568	0.02964767884
569	0.02958128611
570	0.02952195737
571	0.02946933701
572	0.02938273005
573	0.02934116267
574	0.02929815331
575	0.02922808909
576	0.02917363219
577	0.02912704977
578	0.02907213916
579	0.0290242551
580	0.02897445997
581	0.02893379092
582	0.02887808217
583	0.02881641552
584	0.0287298514
585	0.02865842156
586	0.02858391393
587	0.0285071805
588	0.02844628231
589	0.02840565616
590	0.0283413963
591	0.02829753979
592	0.02825993189
593	0.0281838788
594	0.02812380186
595	0.02807845165
596	0.02802855075
597	0.02796643482
598	0.02791208802
599	0.02787298199
600	0.02779978411
601	0.02775633837
602	0.02767681743
603	0.0276300588
604	0.027593557
605	0.02757303797
606	0.02751011488
607	0.02746241446
608	0.02741014554
609	0.02735579793
610	0.0273060525
611	0.02723477449
612	0.02716949299
613	0.02711946084
614	0.02705821672
615	0.02701482868
616	0.02694459715
617	0.0268944233
618	0.02684782394
619	0.02679380264
620	0.02673664581
621	0.02668333168
622	0.02665678163
623	0.02661469431
624	0.02656689202
625	0.02649826898
626	0.02642805574
627	0.0263656683
628	0.02630883809
629	0.02624909554
630	0.02619680045
631	0.02614398953
632	0.02607228033
633	0.02603062771
634	0.02597672491
635	0.02592715221
636	0.02584725804
637	0.02580354038
638	0.02576085538
639	0.02571047967
640	0.02567103102
641	0.0256291138
642	0.0255629896
643	0.02551360578
644	0.02546847845
645	0.02541142518
646	0.02538097786
647	0.02532045296
648	0.02528289294
649	0.02524309731
650	0.02519139633
651	0.02515756741
652	0.02510710809
653	0.02504700557
654	0.02499929258
655	0.02495575846
656	0.02492043338
657	0.02487446393
658	0.02482745783
659	0.02478689831
660	0.02474933254
661	0.02470948489
662	0.02466826355
663	0.02463056118
664	0.02459996345
665	0.02456032661
666	0.02451057528
667	0.0244596003
668	0.02440240134
669	0.02435527322
670	0.02430604837
671	0.02426494006
672	0.02421592541
673	0.02418031755
674	0.02413387286
675	0.02407421651
676	0.0240183531
677	0.02397024483
678	0.02393000632
679	0.02389034483
680	0.02384304838
681	0.02378540627
682	0.02375078931
683	0.02370761883
684	0.02365956827
685	0.02360266485
686	0.02356246626
687	0.02352756262
688	0.02348548565
689	0.02343088448
690	0.02337741388
691	0.02334408972
692	0.023304484
693	0.02328041441
694	0.02323742393
695	0.02318697287
696	0.02315839476
697	0.02311510692
698	0.0230750462
699	0.02303668093
700	0.02298959741
701	0.02293796736
702	0.02290896718
703	0.02286570511
704	0.02281427725
705	0.02278807202
706	0.02276196446
707	0.02272714453
708	0.02268319979
709	0.0226531373
710	0.02262642094
711	0.02258789054
712	0.02254586959
713	0.02249888445
714	0.02246477795
715	0.02242544023
716	0.0223810099
717	0.02234783076
718	0.0223110529
719	0.02228150297
720	0.02224541092
721	0.0222175519
722	0.02217432471
723	0.02214719165
724	0.02210438796
725	0.02208101397
726	0.02205710852
727	0.02202820992
728	0.02200520487
729	0.02196290319
730	0.0219263697
731	0.02187333113
732	0.02184394155
733	0.02181229214
734	0.02177509158
735	0.0217341932
736	0.02170429997
737	0.02166142367
738	0.02164401323
739	0.02160021954
740	0.02156200885
741	0.02150761265
742	0.02147683536
743	0.0214528848
744	0.021429671
745	0.02140075441
746	0.02137423318
747	0.02134165426
748	0.02131838364
749	0.02129112369
750	0.02124488123
751	0.02122271077
752	0.02118431284
753	0.02116265066
754	0.02113051507
755	0.02109869805
756	0.02106614707
757	0.02103708334
758	0.0209891776
759	0.02096004319
760	0.02091080605
761	0.02087954472
762	0.02084544356
763	0.02081252906
764	0.02078147236
765	0.02075719849
766	0.02071861816
767	0.02069108959
768	0.02066361182
769	0.02062864323
770	0.02059430123
771	0.0205622511
772	0.02053254004
773	0.02048924829
774	0.02046102136
775	0.02043905515
776	0.02041735691
777	0.02038125575
778	0.02035355457
779	0.02032788695
780	0.02030011631
781	0.02027526953
782	0.02024432577
783	0.02020955597
784	0.02017087439
785	0.02013391041
786	0.02010312697
787	0.02007724968
788	0.02004164624
789	0.02000832781
790	0.01998426936
791	0.01996070186
792	0.01993548427
793	0.01991094036
794	0.01988255847
795	0.01985480112
796	0.01982997562
797	0.01979756487
798	0.01976829066
799	0.01973218046
800	0.01969529327
801	0.01966543255
802	0.01964725819
803	0.01962280352
804	0.01959338946
805	0.01956779231
806	0.0195415211
807	0.01951881707
808	0.01949751373
809	0.01947638125
810	0.0194561945
811	0.01941912736
812	0.01939535767
813	0.01936966091
814	0.01934428942
815	0.01931272675
816	0.01929188799
817	0.01925442263
818	0.01922637819
819	0.0191982057
820	0.0191649754
821	0.01913492547
822	0.01911911256
823	0.01909636588
824	0.01907279134
825	0.01905018946
826	0.01902136227
827	0.0189918448
828	0.01895680476
829	0.01893217767
830	0.01890818559
831	0.01888397218
832	0.01885673997
833	0.01881757886
834	0.01878619796
835	0.01876486487
836	0.01874206271
837	0.01871109584
838	0.01868875321
839	0.01866070599
840	0.01863144779
841	0.01861474983
842	0.01859115433
843	0.01856737461
844	0.01854527316
845	0.01852336144
846	0.01850183547
847	0.01846503154
848	0.01844316949
849	0.01841989395
850	0.01840358646
851	0.01837978158
852	0.01835048887
853	0.01832742986
854	0.01829909455
855	0.01827491838
856	0.01824446296
857	0.01822076746
858	0.01819665144
859	0.01817547376
860	0.01814941786
861	0.01813296567
862	0.01811635225
863	0.01808660255
864	0.01806222527
865	0.01803325166
866	0.01801111403
867	0.01798450548
868	0.01795944577
869	0.01793802519
870	0.01791126151
871	0.01788495107
872	0.01786638808
873	0.01784194702
874	0.01781362215
875	0.01779112917
876	0.01776953833
877	0.01774160499
878	0.01771764116
879	0.01769299071
880	0.01766201876
881	0.01763975425
882	0.01762291238
883	0.01760066654
884	0.01757326396
885	0.01755622992
886	0.01753659134
887	0.01751796467
888	0.01750114513
889	0.01747752203
890	0.01745346222
891	0.01742673876
892	0.01739723257
893	0.01738129276
894	0.01735480048
895	0.01733642424
896	0.01731626594
897	0.01729908016
898	0.01728274373
899	0.0172604361
900	0.01723076181
901	0.01720721665
902	0.01718106088
903	0.01716178579
904	0.01714191108
905	0.01711248488
906	0.01708553867
907	0.01706202346
908	0.01703363363
909	0.01701307212
910	0.01699257034
911	0.01697352479
912	0.01695718897
913	0.01693016552
914	0.01690580071
915	0.01688397114
916	0.01686183407
917	0.01683928327
918	0.01681736255
919	0.01679609584
920	0.01677659461
921	0.01675350285
922	0.01672842229
923	0.01670653471
924	0.01668839939
925	0.01667193814
926	0.01665048183
927	0.01662880079
928	0.01661524267
929	0.01659256922
930	0.01656902976
931	0.01654752837
932	0.01653128188
933	0.0165081004
934	0.01648960646
935	0.0164646868
936	0.01644981347
937	0.01643007856
938	0.01641131165
939	0.01639712836
940	0.01637361591
941	0.01634967912
942	0.01632877443
943	0.01631547417
944	0.01629448473
945	0.01627714513
946	0.01625777144
947	0.01623895547
948	0.01622373416
949	0.01620765613
950	0.01618587705
951	0.01617435453
952	0.0161525408
953	0.0161328368
954	0.0161117524
955	0.01609761156
956	0.01608130025
957	0.0160601606
958	0.01604661042
959	0.01602983136
960	0.01601344679
961	0.01598713597
962	0.01596557494
963	0.01594701401
964	0.01592847535
965	0.01590898188
966	0.01589645839
967	0.01588005539
968	0.01585932072
969	0.01583925634
970	0.01581912831
971	0.01580238728
972	0.01577955647
973	0.01576257587
974	0.0157438819
975	0.01572832909
976	0.01570745036
977	0.01568832821
978	0.01567167335
979	0.01565346371
980	0.01563386388
981	0.01561594917
982	0.01559383626
983	0.01557595483
984	0.01555537375
985	0.01554430738
986	0.01551964738
987	0.01550445815
988	0.01548670398
989	0.01546683552
990	0.01544441632
991	0.01542590649
992	0.01540628334
993	0.01539074626
994	0.01536917838
995	0.01535242705
996	0.01533548524
997	0.01531858051
998	0.01529909389
999	0.01527941838
